Fzd1	abnormal ovary morphology; small ovary; absent mature ovarian follicles; reduced female fertility; female infertility
Fzd4	male infertility; female infertility
Gabra5	abnormal testis morphology; small testis
Gabrg2	abnormal ovary morphology; abnormal testis morphology; enlarged testis; reduced male fertility
Gabrr2	abnormal testis morphology; small testis
Gadd45g	abnormal ovary morphology; small ovary; infertility; secondary sex reversal; ovary cyst; primary sex reversal; abnormal testis development; absent testis cords; abnormal ovarian follicle number
Gal3st1	abnormal testis morphology; small testis; male infertility; decreased testis weight
Galnt3	small testis; male infertility; increased testis apoptosis; calcified testicular artery
Galt	reduced female fertility; abnormal ovarian follicle number
Gamt	reduced male fertility; male infertility
Garin1b	abnormal testis morphology; small testis; male infertility
Garin2	abnormal testis morphology; small testis
Gas2	abnormal ovary morphology; abnormal ovarian folliculogenesis; reduced female fertility; abnormal ovary development; polyovular ovarian follicle; decreased tertiary ovarian follicle number
Gas2l1	abnormal testis morphology; small testis; male infertility
Gas2l2	male infertility; female infertility
Gata2	abnormal ovary morphology
Gata4	small ovary; delayed sexual maturation; abnormal primary sex determination; primary sex reversal; abnormal ovary physiology; decreased ovary weight
Gata5	reduced female fertility
Gata6	reduced fertility
Gatm	abnormal testis morphology; male infertility; female infertility
Gba2	small testis; reduced male fertility
Gbgt1	abnormal testis morphology; small testis
Gcgr	male infertility; female infertility; decreased gonadal fat pad weight
Gclm	abnormal ovarian folliculogenesis; abnormal ovary physiology; abnormal ovarian follicle number; abnormal primordial ovarian follicle morphology; abnormal primary ovarian follicle morphology; decreased primordial ovarian follicle number; decreased tertiary ovarian follicle number; abnormal secondary ovarian follicle morphology; premature ovarian failure
Gdf9	abnormal ovary morphology; small ovary; abnormal ovarian folliculogenesis; absent mature ovarian follicles; female infertility; ovary cyst
Gga1	abnormal testis morphology; small testis; male infertility
Ggnbp2	small testis; male infertility; decreased testis weight; abnormal testis physiology; increased testis apoptosis
Ggt1	impaired ovarian folliculogenesis; small testis; infertility; male infertility; female infertility; decreased testis weight; ovary hypoplasia; absent tertiary ovarian follicles
Gh	reduced fertility; reduced female fertility; male infertility; female infertility; delayed sexual maturation
Ghr	impaired ovarian folliculogenesis; reduced male fertility; female infertility; delayed sexual maturation; decreased mature ovarian follicle number; abnormal ovary physiology; decreased testis weight; delayed male fertility; delayed female fertility
Gja1	abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; abnormal ovarian follicle morphology; absent mature ovarian follicles; small testis; reduced female fertility; male infertility; female infertility; ovary cyst; decreased mature ovarian follicle number; decreased testis weight; abnormal ovarian follicle number
Gli3	ectopic ovary
Gmnc	small ovary; male infertility; female infertility; abnormal tertiary ovarian follicle morphology; decreased primordial ovarian follicle number; ovary degeneration; decreased secondary ovarian follicle number
Gna15	abnormal ovary morphology; abnormal testis morphology; enlarged testis; enlarged ovary
Gnl1	male infertility; female infertility
Gnpat	small ovary; male infertility
Gnptab	abnormal ovary morphology; abnormal fertility/fecundity; enlarged ovary
Gnrh1	abnormal sex gland morphology; small ovary; impaired ovarian folliculogenesis; small testis; abnormal ovary physiology; delayed female fertility
Gnrhr	small gonad; abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; abnormal testis morphology; small testis; reduced female fertility; male infertility; female infertility; decreased mature ovarian follicle number; decreased circulating gonadotropin level; decreased testis weight; decreased ovary weight; increased tertiary ovarian follicle number; decreased tertiary ovarian follicle number; absent tertiary ovarian follicles; increased atretic ovarian follicle number
Golga2	small testis; male infertility; decreased testis weight
Golga3	abnormal testis morphology; small testis; male infertility; decreased testis weight
Gp1bb	abnormal testis morphology; small testis
Gpat2	small testis; male infertility; decreased testis weight
Gpbar1	abnormal testis morphology; small testis
Gpld1	abnormal testis morphology; small testis
Gpr149	abnormal ovarian folliculogenesis; increased tertiary ovarian follicle number; increased secondary ovarian follicle number; enhanced female fertility
Gpr160	abnormal testis morphology; small testis
Gprc6a	small testis; decreased testis weight
Gpx1	abnormal testis morphology; small testis
Gpx4	reduced male fertility; male infertility
Greb1l	small testis; abnormal testis development
Grem2	ovary inflammation; reduced female fertility; abnormal ovary physiology; increased primary ovarian follicle number; decreased tertiary ovarian follicle number; abnormal secondary ovarian follicle morphology
Gria3	reduced male fertility; abnormal fertility/fecundity
Grid2	reduced male fertility; reduced female fertility; male infertility; abnormal fertility/fecundity; abnormal sexual interaction
Grm1	reduced fertility; reduced female fertility; male infertility; abnormal fertility/fecundity; abnormal sexual interaction
Grm7	reduced male fertility; abnormal sexual interaction
Gsx1	infertility; decreased ovary secretion
Gtf2a1	abnormal testis morphology; male infertility; decreased testis weight
Gtf2i	small testis; reduced male fertility; reduced female fertility; testicular atrophy
Gt(ROSA)26Sor	reduced fertility; reduced female fertility; male infertility; decreased testis weight; testis degeneration
Gtsf1	small testis; male infertility
Guf1	male infertility; decreased testis weight
Gusb	male infertility; abnormal sexual interaction
Gykl1	reduced male fertility; male infertility
H1f7	reduced male fertility; male infertility
H3f3a	reduced male fertility; reduced female fertility
H3f3b	reduced female fertility; male infertility
H3f4	small testis; male infertility
Hadh	small testis; reduced male fertility; decreased testis weight
Hdac2	small testis; reduced fertility
Hectd3	male infertility; female infertility
Helq	abnormal ovary morphology; absent mature ovarian follicles; abnormal testis morphology; small testis; reduced fertility; male infertility; female infertility; ovary cyst; decreased mature ovarian follicle number; testicular atrophy; ovary atrophy; increased ovary tumor incidence
Henmt1	male infertility; decreased testis weight
Herc2	reduced female fertility; male infertility; female infertility
Hexb	abnormal fertility/fecundity; abnormal sexual interaction; abnormal efferent ductules of testis morphology
Hfm1	abnormal ovary morphology; small ovary; abnormal testis morphology; small testis; infertility; male infertility; female infertility; testis hypoplasia; abnormal ovarian follicle number
Hhat	abnormal testis morphology; small testis; abnormal testis development; abnormal testis cord formation
Hip1	reduced male fertility; male infertility; testicular atrophy; decreased testis weight; testis degeneration
Hmga1	small testis; male infertility
Hmga2	small ovary; small testis; infertility; male infertility; female infertility; abnormal sexual interaction; decreased testis weight
Hmgb2	abnormal testis morphology; reduced male fertility
Hmmr	impaired ovarian folliculogenesis; reduced fertility; reduced female fertility; decreased mature ovarian follicle number; decreased primary ovarian follicle number; decreased tertiary ovarian follicle number; decreased secondary ovarian follicle number
Hmox1	small testis; infertility
Hmx3	reduced female fertility
Hnf1a	infertility; abnormal sexual interaction
Hoatz	small testis; male infertility
Hook1	reduced male fertility; male infertility
Hormad1	abnormal testis morphology; small testis; male infertility; female infertility; decreased testis weight
Hormad2	small testis; male infertility; decreased testis weight
Hoxa10	small testis; reduced male fertility; reduced female fertility; male infertility; female infertility
Hoxa11	small testis; reduced male fertility; infertility; male infertility; female infertility
Hoxa13	infertility; male infertility; female infertility
Hoxa5	ovary cyst; early sexual maturation
Hoxa	male infertility; female infertility
Hoxd11	male infertility
Hoxd13	reduced male fertility; male infertility
Hoxd	reduced female fertility; male infertility
Hsd17b14	male infertility; testis degeneration
Hsd17b1	abnormal ovary morphology; reduced female fertility; increased ovary weight
Hsd17b3	reduced male fertility; decreased testis weight
Hsd17b4	abnormal testis morphology; small testis; reduced male fertility; male infertility
Hsf1	female infertility
Hsf2	abnormal ovarian follicle morphology; small testis; reduced female fertility; decreased mature ovarian follicle number; ovary hemorrhage; decreased testis weight; ovarian follicular cyst
Hsf2bp	small testis; reduced female fertility; male infertility; abnormal ovarian follicle number; decreased primordial ovarian follicle number; decreased primary ovarian follicle number; decreased tertiary ovarian follicle number; decreased secondary ovarian follicle number
Hsf5	male infertility
Hsfy2	male infertility
Hsp90aa1	small testis; male infertility; decreased testis weight
Hspa2	male infertility; decreased testis weight
Hspa4	male infertility; decreased testis weight
Hspbp1	small testis; male infertility; decreased testis weight
Id3	abnormal testis morphology; small testis
Ide	decreased testis weight; increased testis apoptosis
Ift56	small testis; male infertility
Igf2r	reduced male fertility; reduced female fertility; female infertility
Ikbkg	reduced female fertility; abnormal fertility/fecundity
Il11ra1	reduced female fertility; female infertility; abnormal fertility/fecundity
Il25	abnormal testis morphology; small testis; enlarged testis
Il2rb	abnormal sex gland morphology; male infertility; female infertility
Il33	abnormal ovary morphology; impaired ovarian folliculogenesis; abnormal ovarian follicle morphology; abnormal ovary physiology
Il3	male infertility; female infertility
Il9	abnormal testis morphology; enlarged testis
Immp2l	abnormal ovary morphology; impaired ovarian folliculogenesis; abnormal ovarian follicle morphology; absent mature ovarian follicles; reduced fertility; male infertility
Ing2	small testis; male infertility; decreased testis weight
Inha	abnormal ovarian follicle morphology; enlarged testis; reduced female fertility; male infertility; female infertility; ovary hemorrhage; increased testis weight; increased ovary weight; increased testis tumor incidence; increased ovary tumor incidence; increased gonad tumor incidence; increased primary ovarian follicle number; enhanced female fertility
Inhba	small ovary; female infertility; decreased mature ovarian follicle number; decreased testis weight; delayed male fertility; decreased secondary ovarian follicle number
Inpp5b	reduced male fertility; male infertility
Insl3	small testis; male infertility; female infertility
Insl5	reduced male fertility; reduced female fertility; male infertility; female infertility
Insl6	small testis; reduced male fertility; male infertility
Insm2	reduced female fertility
Ip6k1	male infertility; testis degeneration
Irgc	reduced male fertility; male infertility
Irs2	small ovary; impaired ovarian folliculogenesis; abnormal ovarian folliculogenesis; abnormal ovarian follicle morphology; absent mature ovarian follicles; reduced male fertility; reduced female fertility; female infertility; decreased gonadotroph cell number; polyovular ovarian follicle; decreased primary ovarian follicle number; decreased tertiary ovarian follicle number; increased atretic ovarian follicle number
Jade1	male infertility; female infertility
Jam3	small testis; male infertility
Jazf1	abnormal testis morphology; small testis
Jund	male infertility; abnormal sexual interaction
Kansl1l	small testis; enlarged testis
Kash5	small ovary; small testis; male infertility; female infertility; absent ovarian follicles; increased testis apoptosis
Katnal1	male infertility; decreased testis weight
Katnb1	small testis; male infertility
Kbtbd11	abnormal testis morphology; small testis
Kbtbd2	male infertility; female infertility
Kcnab3	abnormal testis morphology; enlarged testis
Kcnj6	abnormal testis morphology; reduced male fertility; reduced female fertility; male infertility
Kcnn2	reduced male fertility; male infertility; abnormal sexual interaction
Kcnn4	abnormal testis morphology; enlarged testis
Kctd13	small testis; reduced male fertility; decreased testis weight
Kctd19	male infertility; decreased testis weight
Kdm3a	small testis; male infertility; decreased testis weight
Kdm5b	reduced female fertility; female infertility
Kif13a	abnormal testis morphology; enlarged testis
Kif18a	abnormal ovary morphology; small ovary; reduced female fertility; infertility; male infertility; female infertility; testicular atrophy; abnormal testis development; decreased testis weight; abnormal ovarian follicle number; premature ovarian failure
Kif6	abnormal testis morphology; small testis; male infertility; female infertility
Kif9	reduced male fertility; male infertility
Kiss1	abnormal sex gland morphology; small ovary; absent mature ovarian follicles; male infertility; female infertility; ovary cyst; absent ovarian follicles; absent sexual maturation; decreased testis weight; decreased ovary weight; increased atretic ovarian follicle number
Kiss1r	small gonad; abnormal ovary morphology; small ovary; absent mature ovarian follicles; abnormal testis morphology; small testis; infertility; male infertility; female infertility; delayed sexual maturation; abnormal fertility/fecundity; abnormal sexual interaction; absent ovarian follicles; decreased circulating gonadotropin level; absent ovary; decreased testis weight; decreased ovary weight; increased atretic ovarian follicle number
Kit	abnormal ovary morphology; small ovary; ovary hyperplasia; impaired ovarian folliculogenesis; abnormal ovarian folliculogenesis; small testis; reduced fertility; reduced male fertility; reduced female fertility; infertility; male infertility; female infertility; testis hypoplasia; ovary cyst; absent ovarian follicles; decreased testis weight; abnormal ovarian follicle number; delayed female fertility; abnormal primordial ovarian follicle morphology; decreased primordial ovarian follicle number; decreased tertiary ovarian follicle number; decreased secondary ovarian follicle number
Kitl	small ovary; impaired ovarian folliculogenesis; abnormal ovarian folliculogenesis; reduced fertility; reduced male fertility; reduced female fertility; infertility; male infertility; female infertility; absent ovarian follicles; increased testicular teratoma incidence; decreased testis weight
Kl	absent mature ovarian follicles; infertility; testicular atrophy; ovary atrophy; abnormal gonadotroph morphology
Klf3	infertility; abnormal gonadal fat pad morphology
Klhl10	small testis; male infertility
Klhl1	abnormal testis morphology; small testis
Kmt2a	reduced female fertility
Kmt2b	reduced female fertility
Kmt2c	reduced male fertility; reduced female fertility; female infertility
Kmt2e	reduced female fertility; male infertility
Knstrn	small testis; reduced fertility; decreased testis weight; increased testis apoptosis
Kpna2	abnormal testis morphology; small testis; male infertility; female infertility
Kpna6	small testis; male infertility; female infertility; decreased testis weight
Krt2	abnormal testis morphology; small testis
Krt33b	abnormal testis morphology; small testis
Krt8	reduced female fertility; female infertility
Lama2	abnormal testis morphology; abnormal sexual interaction; decreased testis weight
Lamtor1	abnormal ovary morphology; abnormal testis morphology; enlarged testis; enlarged ovary
Lancl1	reduced male fertility; testicular atrophy; increased testis weight; decreased testis weight
Large1	reduced fertility; reduced female fertility; male infertility
Lats1	impaired ovarian folliculogenesis; abnormal ovarian follicle morphology; reduced fertility; female infertility; abnormal fertility/fecundity; decreased mature ovarian follicle number; increased ovary tumor incidence
Lbr	small testis; reduced female fertility; male infertility; female infertility
Ldhc	reduced male fertility; male infertility; abnormal testis physiology
Lep	reduced male fertility; infertility; male infertility; female infertility; decreased testis weight; abnormal gonadal fat pad morphology; increased gonadal fat pad weight; decreased primary ovarian follicle number; decreased secondary ovarian follicle number
Lepr	reduced male fertility; reduced female fertility; infertility; male infertility; female infertility; decreased mature ovarian follicle number; decreased gonadal fat pad weight; increased gonadal fat pad weight
Lfng	small ovary; impaired ovarian folliculogenesis; abnormal ovarian folliculogenesis; abnormal ovarian follicle morphology; reduced fertility; male infertility; female infertility
Lgals3	testicular atrophy; decreased testis weight; abnormal testis physiology
Lgr4	abnormal testis morphology; enlarged testis; reduced female fertility; infertility; male infertility; abnormal efferent ductules of testis morphology; increased testis weight; abnormal testis physiology; abnormal rete testis morphology; rete testis obstruction; dilated rete testis
Lhb	small gonad; small ovary; absent mature ovarian follicles; small testis; infertility; male infertility; female infertility; ovary cyst; abnormal sex gland secretion; abnormal tertiary ovarian follicle morphology
Lhcgr	abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; absent mature ovarian follicles; small testis; reduced male fertility; male infertility; female infertility; testis hypoplasia; abnormal sexual interaction; early sexual maturation; decreased testis weight; decreased ovary weight; decreased ovary secretion
Lhfpl2	reduced male fertility; female infertility
Lhx1	absent ovary; agonadal
Lhx3	small testis; reduced male fertility; female infertility; delayed sexual maturation; abnormal fertility/fecundity; abnormal sex gland secretion; decreased gonadotroph cell number
Lhx4	decreased gonadotroph cell number
Lhx8	impaired ovarian folliculogenesis; female infertility; absent ovarian follicles; ovary atrophy; decreased primordial ovarian follicle number; absent primordial ovarian follicles; increased ovary apoptosis; ovary fibrosis; premature ovarian failure
Lhx9	infertility; male infertility; female infertility; secondary sex reversal; abnormal primary sex determination; absent ovary; agonadal; sex reversal
Lin28a	reduced fertility; reduced male fertility; reduced female fertility; decreased ovary weight; decreased primordial ovarian follicle number
Lipe	abnormal testis morphology; small testis; reduced male fertility; male infertility; decreased testis weight
Lmna	small gonad; small testis; reduced male fertility; reduced female fertility; infertility; male infertility; female infertility
Lmtk2	abnormal testis morphology; small testis; male infertility
Lmtk3	reduced fertility; abnormal sexual interaction
Lmx1a	infertility; male infertility; female infertility; abnormal fertility/fecundity
Loricrin	abnormal testis morphology; small testis
Lpin1	male infertility; female infertility; delayed female fertility
Lrat	abnormal testis morphology; testis hypoplasia; testicular atrophy
Lrfn3	abnormal testis morphology; small testis
Lrguk	male infertility; decreased testis weight
Lrig3	male infertility; female infertility
Lrp2	abnormal testis morphology; abnormal testis development
Lrp8	reduced male fertility; male infertility
Lrrc8c	abnormal testis morphology; small testis
Lst1	abnormal testis morphology; small testis
Lypd6	abnormal testis morphology; small testis
M1ap	small testis; male infertility; decreased testis weight
Mad2l2	small gonad; abnormal ovary morphology; small ovary; small testis; male infertility; female infertility; absent ovarian follicles; absent ovary; ovary atrophy; decreased testis weight
Mael	small testis; male infertility
Maf	abnormal ovary morphology; enlarged ovary
Mafb	reduced male fertility; reduced female fertility
Man2a2	small testis; male infertility
Map2	male infertility; decreased testis weight
Map3k4	male infertility; abnormal primary sex determination; primary sex reversal; abnormal testis development; abnormal testis cord formation; absent testis cords
Map3k9	abnormal testis morphology; enlarged testis
Map7	small testis; male infertility; decreased testis weight
Mapk8ip2	reduced fertility; male infertility
Marchf6	abnormal testis morphology; small testis
Mark2	reduced female fertility; infertility; decreased testis weight; decreased ovary weight
Mark4	abnormal testis morphology; small testis
Maz	male infertility
Mbd1	female infertility
Mc3r	abnormal testis morphology; small testis
Mc5r	abnormal testis morphology; enlarged testis
Mcidas	male infertility; female infertility
Mcm8	abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; absent mature ovarian follicles; small testis; male infertility; female infertility; testicular atrophy; decreased testis weight; increased ovary tumor incidence; abnormal primary ovarian follicle morphology; increased ovary adenoma incidence
Mcm9	ovary hyperplasia; small testis; female infertility; increased ovary tumor incidence; abnormal ovarian follicle number; decreased primordial ovarian follicle number; premature ovarian failure
Mcmdc2	male infertility; female infertility; ovary atrophy
Mcph1	small gonad; small testis; infertility; male infertility; female infertility; abnormal fertility/fecundity; absent ovarian follicles; testicular atrophy; ovary atrophy; decreased ovary weight
Mdc1	small testis; male infertility
Mecom	reduced fertility; reduced male fertility; reduced female fertility
Mecp2	male infertility
Mei1	small testis; male infertility; female infertility
Mei4	abnormal testis morphology; small testis; decreased testis weight; abnormal ovarian follicle number; decreased primordial ovarian follicle number; decreased primary ovarian follicle number; increased testis apoptosis
Meikin	male infertility; female infertility
Meiob	small ovary; small testis; male infertility; female infertility; decreased testis weight; increased ovary apoptosis
Meioc	small ovary; small testis; male infertility; female infertility; absent ovarian follicles
Meiosin	testis hypoplasia; decreased mature ovarian follicle number; ovary degeneration
Meis3	abnormal testis morphology; small testis
Men1	enlarged testis; enlarged ovary; increased testis tumor incidence; increased ovary tumor incidence; increased gonad tumor incidence
Mex3b	abnormal ovary morphology; reduced fertility
Mfng	abnormal ovary morphology; small testis
Mfsd2a	abnormal testis morphology; enlarged testis
Mgat2	abnormal testis morphology; reduced female fertility; male infertility
Mir202	small testis; reduced male fertility
Mir505	early sexual maturation; increased ovary weight
Mir9-3	male infertility; female infertility
Mirc33	reduced male fertility; reduced female fertility; infertility; female infertility; abnormal ovary physiology; decreased ovary weight
Mirc5	small ovary; female infertility; absent ovarian follicles; abnormal ovarian follicle number; decreased primordial ovarian follicle number
Mitf	reduced fertility; male infertility; female infertility; abnormal fertility/fecundity
Mkrn2	male infertility; decreased testis weight
Mks1	abnormal ovary development; ectopic ovary
Mlh1	small ovary; abnormal ovarian folliculogenesis; small testis; male infertility; female infertility
Mlh3	small testis; male infertility; female infertility
Mllt10	abnormal ovary morphology; enlarged ovary
Mlxipl	male infertility
Mlx	male infertility; decreased testis weight
Mmel1	reduced male fertility; male infertility
Mmp14	infertility; absent sexual maturation
Mns1	male infertility; decreased testis weight
Mogat2	abnormal testis morphology; small testis
Morc1	small testis; male infertility
Morc2a	small ovary; abnormal testis morphology
Morc2b	small ovary; small testis; male infertility; female infertility; decreased testis weight
Mos	reduced female fertility; female infertility; ovary cyst
Mov10l1	small testis; male infertility; decreased testis weight
Mpig6b	abnormal testis morphology; small testis
Mplkip	abnormal testis morphology; small testis
Mpz	infertility; male infertility; female infertility
Mrnip	small testis; reduced male fertility; decreased testis weight
Msh4	small ovary; male infertility; female infertility; decreased testis weight
Msh5	small ovary; abnormal ovarian follicle morphology; small testis; male infertility; female infertility; ovary cyst; absent ovarian follicles; ovary atrophy; decreased testis weight; ovary degeneration; abnormal ovarian bursa morphology
Mst1r	abnormal ovary morphology; small ovary
Mtmr14	small testis; reduced male fertility; decreased testis weight
Mybl1	abnormal testis morphology; small testis; male infertility; decreased testis weight
Mycn	gonadal ridge hypoplasia
Myc	reduced female fertility
Myo1g	abnormal testis morphology; small testis
Myo7a	reduced male fertility; male infertility
Naa10	abnormal ovary morphology; abnormal testis morphology; small testis
Nabp1	small testis; decreased testis weight
Nacc1	reduced male fertility; reduced female fertility
Nanos2	male infertility; decreased testis weight
Nanos3	small gonad; small ovary; male infertility; female infertility; decreased testis weight
Nbn	female infertility; absent ovarian follicles; increased gonad tumor incidence; ovary degeneration
Ncoa1	small testis; testis hypoplasia
Ncoa2	abnormal testis morphology; reduced male fertility; reduced female fertility; decreased testis weight; abnormal rete testis morphology
Ncoa3	delayed sexual maturation
Ncoa5	reduced male fertility; male infertility
Ncoa6	reduced male fertility; reduced female fertility; female infertility
Ndc1	small testis; male infertility; female infertility
Ndrg3	abnormal testis morphology; small testis; reduced male fertility; decreased testis weight
Ndufa13	abnormal testis morphology; abnormal testis physiology
Nedd4	small gonad; abnormal sex determination; primary sex reversal; abnormal testis development; sex reversal
Nek1	small testis; reduced female fertility; male infertility; testis hypoplasia
Nemp1	abnormal testis morphology; small testis; reduced female fertility; female infertility; decreased primordial ovarian follicle number
Nf1	enlarged testis; reduced male fertility
Nfe2l2	abnormal ovary morphology; reduced male fertility; abnormal ovary physiology; decreased testis weight; polyovular ovarian follicle; decreased primordial ovarian follicle number; decreased tertiary ovarian follicle number
Nfia	reduced female fertility; male infertility
Nfkb2	reduced fertility
Nhlh2	small gonad; abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; abnormal testis morphology; small testis; reduced female fertility; male infertility; female infertility; absent ovary
Nhsl1	abnormal testis morphology; small testis
Nkapl	small testis; male infertility
Nkd1	small testis; reduced fertility; reduced male fertility
Nkx1-1	reduced fertility
Nkx2-1	decreased testis weight
Nkx2-2	reduced male fertility; reduced female fertility
Nlrp2	abnormal ovarian follicle morphology; reduced female fertility; increased atretic ovarian follicle number; decreased secondary ovarian follicle number
Nnmt	abnormal ovary morphology; enlarged ovary
Nobox	impaired ovarian folliculogenesis; female infertility; ovary cyst; ovary atrophy; abnormal ovarian follicle number; absent secondary ovarian follicles
Nol3	abnormal ovary morphology; enlarged ovary
Nos1	reduced female fertility; male infertility; decreased testis weight; decreased ovary weight
Nos2	abnormal testis morphology; increased testis weight
Nos3	abnormal ovary morphology; small ovary; reduced female fertility; abnormal fertility/fecundity; abnormal ovary physiology; delayed female fertility
Npc1	abnormal ovary morphology; small ovary; abnormal ovarian follicle morphology; absent mature ovarian follicles; reduced fertility; infertility; male infertility; female infertility; decreased ovary weight; abnormal tertiary ovarian follicle morphology; decreased tertiary ovarian follicle number; decreased ovary secretion; decreased secondary ovarian follicle number
Npepps	small testis; reduced fertility; male infertility
Nphp1	abnormal testis morphology; small testis; male infertility; decreased testis weight
Npr2	small ovary; reduced fertility; reduced male fertility; female infertility
Npr3	abnormal testis morphology; small testis; reduced fertility
Nr0b1	abnormal testis morphology; small testis; male infertility; abnormal primary sex determination; primary sex reversal; abnormal efferent ductules of testis morphology; decreased testis weight; increased testis tumor incidence; rete testis obstruction; abnormal testis cord formation; disorganized testis cords; polyovular ovarian follicle
Nr0b2	small testis; early sexual maturation; decreased testis weight; abnormal testis physiology
Nr1d1	reduced male fertility; reduced female fertility
Nr1h3	ovary cyst; abnormal ovary physiology; enlarged ovary; ovary hemorrhage
Nr2c2	small ovary; impaired ovarian folliculogenesis; reduced male fertility; reduced female fertility; decreased mature ovarian follicle number; abnormal ovary physiology; decreased testis weight; increased atretic ovarian follicle number
Nr2e1	reduced female fertility
Nr2f2	abnormal ovary morphology; reduced female fertility
Nr5a1	small gonad; abnormal testis morphology; small testis; infertility; male infertility; female infertility; secondary sex reversal; abnormal primary sex determination; abnormal secondary sex determination; absent ovary; abnormal testis development; decreased testis weight; decreased ovary weight; ovary hypoplasia; agonadal; decreased gonadotroph cell number; abnormal gonadal ridge morphology
Nr5a2	reduced female fertility
Nrip1	female infertility; abnormal fertility/fecundity
Nsmf	reduced male fertility; reduced female fertility; delayed sexual maturation; decreased ovary weight; decreased gonadotroph cell number; decreased primary ovarian follicle number; decreased tertiary ovarian follicle number; decreased secondary ovarian follicle number
Nsun2	abnormal testis morphology; male infertility; abnormal fertility/fecundity; testis degeneration
Nt5e	abnormal testis morphology; enlarged testis
Ntmt1	small ovary; female infertility; ovary cyst
Ntrk2	impaired ovarian folliculogenesis; decreased secondary ovarian follicle number
Nutm1	small testis; male infertility
Nxf2	reduced male fertility; male infertility; decreased testis weight
Oas1d	abnormal ovarian follicle morphology; reduced female fertility
Oca2	small testis; reduced male fertility; infertility; male infertility; female infertility; testis hypoplasia; abnormal fertility/fecundity
Odf2	reduced male fertility; male infertility
Odf4	reduced male fertility; male infertility; decreased testis weight
Ods	secondary sex reversal; primary sex reversal
Olfm1	reduced female fertility; female infertility; delayed sexual maturation; abnormal sexual interaction
Or1e1c	abnormal ovary morphology; enlarged ovary
Or1e21	abnormal testis morphology; small testis
Or9g4	abnormal testis morphology; enlarged testis
Orai1	male infertility; decreased testis weight
Osr1	absent ovary; agonadal; gonadal ridge hypoplasia
Otc	abnormal testis morphology; reduced female fertility
Otx1	small ovary; abnormal ovarian folliculogenesis; small testis; delayed fertility
Otx2	reduced fertility; reduced male fertility; decreased testis weight; abnormal gonadotroph morphology; decreased gonadotroph cell number
Ovol1	abnormal testis morphology; small testis; reduced male fertility; reduced female fertility; decreased testis weight
Pabir2	abnormal testis morphology; small testis; enlarged testis
Pabpc1l	abnormal ovarian follicle morphology; female infertility; polyovular ovarian follicle; increased secondary ovarian follicle number
Pafah1b1	abnormal testis morphology; small testis; male infertility
Pafah1b2	male infertility; decreased testis weight
Pank2	abnormal testis morphology; small testis; reduced female fertility; male infertility; female infertility
Papolb	male infertility; decreased testis weight
Pappa	small ovary; reduced female fertility; decreased ovary weight
Parp11	reduced male fertility; male infertility
Parp12	abnormal testis morphology; small testis; female infertility
Patl2	reduced female fertility; increased primordial ovarian follicle number
Patz1	small testis; male infertility; female infertility; decreased testis weight
Pax2	abnormal testis morphology; absent efferent ductules of testis
Pax6	reduced female fertility
Pax8	male infertility; female infertility; testicular atrophy; absent efferent ductules of testis; decreased testis weight
Pbx1	abnormal primary sex determination; abnormal gonad rudiment morphology
Pbx3	absent ovary
Pcgf2	abnormal testis morphology; small testis
Pcnt	abnormal testis morphology; small testis
Pcsk1	reduced fertility; decreased testis weight
Pcsk4	reduced male fertility; reduced female fertility
Pcsk6	abnormal ovary morphology; ovary cyst; absent ovarian follicles; increased ovary tumor incidence
Pcyt1b	abnormal ovary morphology; ovary hyperplasia; reduced male fertility; female infertility; absent ovarian follicles; testicular atrophy
Pdcd6ip	abnormal testis morphology; small testis
Pdcl2	small testis; male infertility
Pde11a	abnormal ovary morphology; abnormal testis morphology; small testis
Pdk1	abnormal testis morphology; small testis
Pdk2	abnormal testis morphology; enlarged testis
Pdp1	abnormal testis morphology; small testis; female infertility
Pdss1	abnormal ovary morphology; enlarged ovary
Peg3	small testis
Pepd	abnormal testis morphology; small testis; abnormal testis interstitial tissue morphology
Pex7	reduced fertility; infertility; testicular atrophy
Pfdn5	small testis; male infertility
Pfkm	abnormal testis morphology; enlarged testis
Pfn4	male infertility; abnormal testis physiology
Pgap1	infertility; male infertility
Pgap6	abnormal testis morphology; small testis; male infertility
Pgk2	reduced male fertility; male infertility
Pgr	female infertility; abnormal sexual interaction; increased mature ovarian follicle number
Phf13	small testis; reduced male fertility; testicular atrophy; decreased testis weight
Phf19	abnormal testis morphology; small testis
Pi16	abnormal testis morphology; enlarged testis
Pi4k2a	reduced female fertility; male infertility
Pias2	abnormal testis morphology; decreased testis weight; abnormal testis physiology
Pick1	small testis; male infertility; decreased testis weight
Pign	abnormal testis morphology; enlarged testis
Pik3cb	small testis; reduced male fertility; decreased testis weight; abnormal testis interstitial tissue morphology; increased testis apoptosis
Pin1	reduced male fertility; reduced female fertility; decreased testis weight; abnormal ovarian follicle number
Pithd1	male infertility; abnormal testis physiology
Pitx1	decreased gonadotroph cell number
Pitx2	small testis; absent gonadotrophs
Pitx3	reduced fertility
Piwil1	male infertility; decreased testis weight
